Height (m)  50th percentile dynamic pressure (Pa)  84th percentile dynamic pressure (Pa)  16th percentile dynamic pressure (Pa)
   61.070              0.6265E+03                             0.1468E+04                             0.2256E+03
   61.080              0.6265E+03                             0.1468E+04                             0.2256E+03
   61.090              0.6265E+03                             0.1468E+04                             0.2256E+03
   61.100              0.6265E+03                             0.1469E+04                             0.2256E+03
   61.110              0.6266E+03                             0.1469E+04                             0.2257E+03
   61.120              0.6266E+03                             0.1469E+04                             0.2257E+03
   61.130              0.6266E+03                             0.1469E+04                             0.2257E+03
   61.140              0.6266E+03                             0.1469E+04                             0.2257E+03
   61.150              0.6266E+03                             0.1469E+04                             0.2257E+03
   61.160              0.6266E+03                             0.1469E+04                             0.2257E+03
   61.170              0.6267E+03                             0.1469E+04                             0.2257E+03
   61.180              0.6267E+03                             0.1469E+04                             0.2257E+03
   61.190              0.6267E+03                             0.1469E+04                             0.2257E+03
   61.200              0.6267E+03                             0.1469E+04                             0.2257E+03
   61.210              0.6267E+03                             0.1469E+04                             0.2257E+03
   61.220              0.6267E+03                             0.1469E+04                             0.2257E+03
   61.230              0.6268E+03                             0.1469E+04                             0.2257E+03
   61.240              0.6268E+03                             0.1469E+04                             0.2257E+03
   61.250              0.6268E+03                             0.1469E+04                             0.2257E+03
   61.260              0.6268E+03                             0.1469E+04                             0.2257E+03
   61.270              0.6268E+03                             0.1469E+04                             0.2257E+03
   61.280              0.6268E+03                             0.1469E+04                             0.2258E+03
   61.290              0.6269E+03                             0.1469E+04                             0.2258E+03
   61.300              0.6269E+03                             0.1469E+04                             0.2258E+03
   61.310              0.6269E+03                             0.1469E+04                             0.2258E+03
   61.320              0.6269E+03                             0.1469E+04                             0.2258E+03
   61.330              0.6269E+03                             0.1469E+04                             0.2258E+03
   61.340              0.6269E+03                             0.1469E+04                             0.2258E+03
   61.350              0.6270E+03                             0.1469E+04                             0.2258E+03
   61.360              0.6270E+03                             0.1470E+04                             0.2258E+03
   61.370              0.6270E+03                             0.1470E+04                             0.2258E+03
   61.380              0.6270E+03                             0.1470E+04                             0.2258E+03
   61.390              0.6270E+03                             0.1470E+04                             0.2258E+03
   61.400              0.6270E+03                             0.1470E+04                             0.2258E+03
   61.410              0.6271E+03                             0.1470E+04                             0.2258E+03
   61.420              0.6271E+03                             0.1470E+04                             0.2258E+03
   61.430              0.6271E+03                             0.1470E+04                             0.2258E+03
   61.440              0.6271E+03                             0.1470E+04                             0.2259E+03
   61.450              0.6271E+03                             0.1470E+04                             0.2259E+03
   61.460              0.6271E+03                             0.1470E+04                             0.2259E+03
   61.470              0.6272E+03                             0.1470E+04                             0.2259E+03
   61.480              0.6272E+03                             0.1470E+04                             0.2259E+03
   61.490              0.6272E+03                             0.1470E+04                             0.2259E+03
   61.500              0.6272E+03                             0.1470E+04                             0.2259E+03
   61.510              0.6272E+03                             0.1470E+04                             0.2259E+03
   61.520              0.6273E+03                             0.1470E+04                             0.2259E+03
   61.530              0.6273E+03                             0.1470E+04                             0.2259E+03
   61.540              0.6273E+03                             0.1470E+04                             0.2259E+03
   61.550              0.6273E+03                             0.1470E+04                             0.2259E+03
   61.560              0.6273E+03                             0.1470E+04                             0.2259E+03
   61.570              0.6273E+03                             0.1470E+04                             0.2259E+03
   61.580              0.6274E+03                             0.1470E+04                             0.2259E+03
   61.590              0.6274E+03                             0.1470E+04                             0.2259E+03
   61.600              0.6274E+03                             0.1470E+04                             0.2259E+03
   61.610              0.6274E+03                             0.1471E+04                             0.2260E+03
   61.620              0.6274E+03                             0.1471E+04                             0.2260E+03
   61.630              0.6274E+03                             0.1471E+04                             0.2260E+03
   61.640              0.6275E+03                             0.1471E+04                             0.2260E+03
   61.650              0.6275E+03                             0.1471E+04                             0.2260E+03
   61.660              0.6275E+03                             0.1471E+04                             0.2260E+03
   61.670              0.6275E+03                             0.1471E+04                             0.2260E+03
   61.680              0.6275E+03                             0.1471E+04                             0.2260E+03
   61.690              0.6275E+03                             0.1471E+04                             0.2260E+03
   61.700              0.6276E+03                             0.1471E+04                             0.2260E+03
   61.710              0.6276E+03                             0.1471E+04                             0.2260E+03
   61.720              0.6276E+03                             0.1471E+04                             0.2260E+03
   61.730              0.6276E+03                             0.1471E+04                             0.2260E+03
   61.740              0.6276E+03                             0.1471E+04                             0.2260E+03
   61.750              0.6276E+03                             0.1471E+04                             0.2260E+03
   61.760              0.6277E+03                             0.1471E+04                             0.2260E+03
   61.770              0.6277E+03                             0.1471E+04                             0.2261E+03
   61.780              0.6277E+03                             0.1471E+04                             0.2261E+03
   61.790              0.6277E+03                             0.1471E+04                             0.2261E+03
   61.800              0.6277E+03                             0.1471E+04                             0.2261E+03
   61.810              0.6277E+03                             0.1471E+04                             0.2261E+03
   61.820              0.6278E+03                             0.1471E+04                             0.2261E+03
   61.830              0.6278E+03                             0.1471E+04                             0.2261E+03
   61.840              0.6278E+03                             0.1471E+04                             0.2261E+03
   61.850              0.6278E+03                             0.1471E+04                             0.2261E+03
   61.860              0.6278E+03                             0.1471E+04                             0.2261E+03
   61.870              0.6278E+03                             0.1472E+04                             0.2261E+03
   61.880              0.6278E+03                             0.1472E+04                             0.2261E+03
   61.890              0.6279E+03                             0.1472E+04                             0.2261E+03
   61.900              0.6279E+03                             0.1472E+04                             0.2261E+03
   61.910              0.6279E+03                             0.1472E+04                             0.2261E+03
   61.920              0.6279E+03                             0.1472E+04                             0.2261E+03
   61.930              0.6279E+03                             0.1472E+04                             0.2261E+03
   61.940              0.6279E+03                             0.1472E+04                             0.2262E+03
   61.950              0.6280E+03                             0.1472E+04                             0.2262E+03
   61.960              0.6280E+03                             0.1472E+04                             0.2262E+03
   61.970              0.6280E+03                             0.1472E+04                             0.2262E+03
   61.980              0.6280E+03                             0.1472E+04                             0.2262E+03
   61.990              0.6280E+03                             0.1472E+04                             0.2262E+03
   62.000              0.6280E+03                             0.1472E+04                             0.2262E+03
   62.010              0.6281E+03                             0.1472E+04                             0.2262E+03
   62.020              0.6281E+03                             0.1472E+04                             0.2262E+03
   62.030              0.6281E+03                             0.1472E+04                             0.2262E+03
   62.040              0.6281E+03                             0.1472E+04                             0.2262E+03
   62.050              0.6281E+03                             0.1472E+04                             0.2262E+03
   62.060              0.6281E+03                             0.1472E+04                             0.2262E+03
   62.070              0.6282E+03                             0.1472E+04                             0.2262E+03
   62.080              0.6282E+03                             0.1472E+04                             0.2262E+03
   62.090              0.6282E+03                             0.1472E+04                             0.2262E+03
   62.100              0.6282E+03                             0.1472E+04                             0.2262E+03
   62.110              0.6282E+03                             0.1472E+04                             0.2263E+03
   62.120              0.6282E+03                             0.1472E+04                             0.2263E+03
   62.130              0.6283E+03                             0.1473E+04                             0.2263E+03
   62.140              0.6283E+03                             0.1473E+04                             0.2263E+03
   62.150              0.6283E+03                             0.1473E+04                             0.2263E+03
   62.160              0.6283E+03                             0.1473E+04                             0.2263E+03
   62.170              0.6283E+03                             0.1473E+04                             0.2263E+03
   62.180              0.6283E+03                             0.1473E+04                             0.2263E+03
   62.190              0.6284E+03                             0.1473E+04                             0.2263E+03
   62.200              0.6284E+03                             0.1473E+04                             0.2263E+03
   62.210              0.6284E+03                             0.1473E+04                             0.2263E+03
   62.220              0.6284E+03                             0.1473E+04                             0.2263E+03
   62.230              0.6284E+03                             0.1473E+04                             0.2263E+03
   62.240              0.6284E+03                             0.1473E+04                             0.2263E+03
   62.250              0.6285E+03                             0.1473E+04                             0.2263E+03
   62.260              0.6285E+03                             0.1473E+04                             0.2263E+03
   62.270              0.6285E+03                             0.1473E+04                             0.2263E+03
   62.280              0.6285E+03                             0.1473E+04                             0.2264E+03
   62.290              0.6285E+03                             0.1473E+04                             0.2264E+03
   62.300              0.6285E+03                             0.1473E+04                             0.2264E+03
   62.310              0.6286E+03                             0.1473E+04                             0.2264E+03
   62.320              0.6286E+03                             0.1473E+04                             0.2264E+03
   62.330              0.6286E+03                             0.1473E+04                             0.2264E+03
   62.340              0.6286E+03                             0.1473E+04                             0.2264E+03
   62.350              0.6286E+03                             0.1473E+04                             0.2264E+03
   62.360              0.6286E+03                             0.1473E+04                             0.2264E+03
   62.370              0.6287E+03                             0.1473E+04                             0.2264E+03
   62.380              0.6287E+03                             0.1473E+04                             0.2264E+03
   62.390              0.6287E+03                             0.1474E+04                             0.2264E+03
   62.400              0.6287E+03                             0.1474E+04                             0.2264E+03
   62.410              0.6287E+03                             0.1474E+04                             0.2264E+03
   62.420              0.6287E+03                             0.1474E+04                             0.2264E+03
   62.430              0.6288E+03                             0.1474E+04                             0.2264E+03
   62.440              0.6288E+03                             0.1474E+04                             0.2264E+03
   62.450              0.6288E+03                             0.1474E+04                             0.2265E+03
   62.460              0.6288E+03                             0.1474E+04                             0.2265E+03
   62.470              0.6288E+03                             0.1474E+04                             0.2265E+03
   62.480              0.6288E+03                             0.1474E+04                             0.2265E+03
   62.490              0.6289E+03                             0.1474E+04                             0.2265E+03
   62.500              0.6289E+03                             0.1474E+04                             0.2265E+03
   62.510              0.6289E+03                             0.1474E+04                             0.2265E+03
   62.520              0.6289E+03                             0.1474E+04                             0.2265E+03
   62.530              0.6289E+03                             0.1474E+04                             0.2265E+03
   62.540              0.6289E+03                             0.1474E+04                             0.2265E+03
   62.550              0.6290E+03                             0.1474E+04                             0.2265E+03
   62.560              0.6290E+03                             0.1474E+04                             0.2265E+03
   62.570              0.6290E+03                             0.1474E+04                             0.2265E+03
   62.580              0.6290E+03                             0.1474E+04                             0.2265E+03
   62.590              0.6290E+03                             0.1474E+04                             0.2265E+03
   62.600              0.6290E+03                             0.1474E+04                             0.2265E+03
   62.610              0.6291E+03                             0.1474E+04                             0.2266E+03
   62.620              0.6291E+03                             0.1474E+04                             0.2266E+03
   62.630              0.6291E+03                             0.1474E+04                             0.2266E+03
   62.640              0.6291E+03                             0.1474E+04                             0.2266E+03
   62.650              0.6291E+03                             0.1475E+04                             0.2266E+03
   62.660              0.6291E+03                             0.1475E+04                             0.2266E+03
   62.670              0.6292E+03                             0.1475E+04                             0.2266E+03
   62.680              0.6292E+03                             0.1475E+04                             0.2266E+03
   62.690              0.6292E+03                             0.1475E+04                             0.2266E+03
   62.700              0.6292E+03                             0.1475E+04                             0.2266E+03
   62.710              0.6292E+03                             0.1475E+04                             0.2266E+03
   62.720              0.6292E+03                             0.1475E+04                             0.2266E+03
   62.730              0.6293E+03                             0.1475E+04                             0.2266E+03
   62.740              0.6293E+03                             0.1475E+04                             0.2266E+03
   62.750              0.6293E+03                             0.1475E+04                             0.2266E+03
   62.760              0.6293E+03                             0.1475E+04                             0.2266E+03
   62.770              0.6293E+03                             0.1475E+04                             0.2266E+03
   62.780              0.6293E+03                             0.1475E+04                             0.2267E+03
   62.790              0.6294E+03                             0.1475E+04                             0.2267E+03
   62.800              0.6294E+03                             0.1475E+04                             0.2267E+03
   62.810              0.6294E+03                             0.1475E+04                             0.2267E+03
   62.820              0.6294E+03                             0.1475E+04                             0.2267E+03
   62.830              0.6294E+03                             0.1475E+04                             0.2267E+03
   62.840              0.6294E+03                             0.1475E+04                             0.2267E+03
   62.850              0.6294E+03                             0.1475E+04                             0.2267E+03
   62.860              0.6295E+03                             0.1475E+04                             0.2267E+03
   62.870              0.6295E+03                             0.1475E+04                             0.2267E+03
   62.880              0.6295E+03                             0.1475E+04                             0.2267E+03
   62.890              0.6295E+03                             0.1475E+04                             0.2267E+03
   62.900              0.6295E+03                             0.1475E+04                             0.2267E+03
   62.910              0.6295E+03                             0.1476E+04                             0.2267E+03
   62.920              0.6296E+03                             0.1476E+04                             0.2267E+03
   62.930              0.6296E+03                             0.1476E+04                             0.2267E+03
   62.940              0.6296E+03                             0.1476E+04                             0.2267E+03
   62.950              0.6296E+03                             0.1476E+04                             0.2268E+03
   62.960              0.6296E+03                             0.1476E+04                             0.2268E+03
   62.970              0.6296E+03                             0.1476E+04                             0.2268E+03
   62.980              0.6297E+03                             0.1476E+04                             0.2268E+03
   62.990              0.6297E+03                             0.1476E+04                             0.2268E+03
   63.000              0.6297E+03                             0.1476E+04                             0.2268E+03
   63.010              0.6297E+03                             0.1476E+04                             0.2268E+03
   63.020              0.6297E+03                             0.1476E+04                             0.2268E+03
   63.030              0.6297E+03                             0.1476E+04                             0.2268E+03
   63.040              0.6298E+03                             0.1476E+04                             0.2268E+03
   63.050              0.6298E+03                             0.1476E+04                             0.2268E+03
   63.060              0.6298E+03                             0.1476E+04                             0.2268E+03
   63.070              0.6298E+03                             0.1476E+04                             0.2268E+03
   63.080              0.6298E+03                             0.1476E+04                             0.2268E+03
   63.090              0.6298E+03                             0.1476E+04                             0.2268E+03
   63.100              0.6299E+03                             0.1476E+04                             0.2268E+03
   63.110              0.6299E+03                             0.1476E+04                             0.2268E+03
   63.120              0.6299E+03                             0.1476E+04                             0.2269E+03
   63.130              0.6299E+03                             0.1476E+04                             0.2269E+03
   63.140              0.6299E+03                             0.1476E+04                             0.2269E+03
   63.150              0.6299E+03                             0.1476E+04                             0.2269E+03
   63.160              0.6300E+03                             0.1476E+04                             0.2269E+03
   63.170              0.6300E+03                             0.1477E+04                             0.2269E+03
   63.180              0.6300E+03                             0.1477E+04                             0.2269E+03
   63.190              0.6300E+03                             0.1477E+04                             0.2269E+03
   63.200              0.6300E+03                             0.1477E+04                             0.2269E+03
   63.210              0.6300E+03                             0.1477E+04                             0.2269E+03
   63.220              0.6301E+03                             0.1477E+04                             0.2269E+03
   63.230              0.6301E+03                             0.1477E+04                             0.2269E+03
   63.240              0.6301E+03                             0.1477E+04                             0.2269E+03
   63.250              0.6301E+03                             0.1477E+04                             0.2269E+03
   63.260              0.6301E+03                             0.1477E+04                             0.2269E+03
   63.270              0.6301E+03                             0.1477E+04                             0.2269E+03
   63.280              0.6302E+03                             0.1477E+04                             0.2269E+03
   63.290              0.6302E+03                             0.1477E+04                             0.2270E+03
   63.300              0.6302E+03                             0.1477E+04                             0.2270E+03
   63.310              0.6302E+03                             0.1477E+04                             0.2270E+03
   63.320              0.6302E+03                             0.1477E+04                             0.2270E+03
   63.330              0.6302E+03                             0.1477E+04                             0.2270E+03
   63.340              0.6302E+03                             0.1477E+04                             0.2270E+03
   63.350              0.6303E+03                             0.1477E+04                             0.2270E+03
   63.360              0.6303E+03                             0.1477E+04                             0.2270E+03
   63.370              0.6303E+03                             0.1477E+04                             0.2270E+03
   63.380              0.6303E+03                             0.1477E+04                             0.2270E+03
   63.390              0.6303E+03                             0.1477E+04                             0.2270E+03
   63.400              0.6303E+03                             0.1477E+04                             0.2270E+03
   63.410              0.6304E+03                             0.1477E+04                             0.2270E+03
   63.420              0.6304E+03                             0.1477E+04                             0.2270E+03
   63.430              0.6304E+03                             0.1478E+04                             0.2270E+03
   63.440              0.6304E+03                             0.1478E+04                             0.2270E+03
   63.450              0.6304E+03                             0.1478E+04                             0.2270E+03
   63.460              0.6304E+03                             0.1478E+04                             0.2271E+03
   63.470              0.6305E+03                             0.1478E+04                             0.2271E+03
   63.480              0.6305E+03                             0.1478E+04                             0.2271E+03
   63.490              0.6305E+03                             0.1478E+04                             0.2271E+03
   63.500              0.6305E+03                             0.1478E+04                             0.2271E+03
   63.510              0.6305E+03                             0.1478E+04                             0.2271E+03
   63.520              0.6305E+03                             0.1478E+04                             0.2271E+03
   63.530              0.6306E+03                             0.1478E+04                             0.2271E+03
   63.540              0.6306E+03                             0.1478E+04                             0.2271E+03
   63.550              0.6306E+03                             0.1478E+04                             0.2271E+03
   63.560              0.6306E+03                             0.1478E+04                             0.2271E+03
   63.570              0.6306E+03                             0.1478E+04                             0.2271E+03
   63.580              0.6306E+03                             0.1478E+04                             0.2271E+03
   63.590              0.6307E+03                             0.1478E+04                             0.2271E+03
   63.600              0.6307E+03                             0.1478E+04                             0.2271E+03
   63.610              0.6307E+03                             0.1478E+04                             0.2271E+03
   63.620              0.6307E+03                             0.1478E+04                             0.2271E+03
   63.630              0.6307E+03                             0.1478E+04                             0.2271E+03
   63.640              0.6307E+03                             0.1478E+04                             0.2272E+03
   63.650              0.6308E+03                             0.1478E+04                             0.2272E+03
   63.660              0.6308E+03                             0.1478E+04                             0.2272E+03
   63.670              0.6308E+03                             0.1478E+04                             0.2272E+03
   63.680              0.6308E+03                             0.1478E+04                             0.2272E+03
   63.690              0.6308E+03                             0.1479E+04                             0.2272E+03
   63.700              0.6308E+03                             0.1479E+04                             0.2272E+03
   63.710              0.6308E+03                             0.1479E+04                             0.2272E+03
   63.720              0.6309E+03                             0.1479E+04                             0.2272E+03
   63.730              0.6309E+03                             0.1479E+04                             0.2272E+03
   63.740              0.6309E+03                             0.1479E+04                             0.2272E+03
   63.750              0.6309E+03                             0.1479E+04                             0.2272E+03
   63.760              0.6309E+03                             0.1479E+04                             0.2272E+03
   63.770              0.6309E+03                             0.1479E+04                             0.2272E+03
   63.780              0.6310E+03                             0.1479E+04                             0.2272E+03
   63.790              0.6310E+03                             0.1479E+04                             0.2272E+03
   63.800              0.6310E+03                             0.1479E+04                             0.2272E+03
   63.810              0.6310E+03                             0.1479E+04                             0.2273E+03
   63.820              0.6310E+03                             0.1479E+04                             0.2273E+03
   63.830              0.6310E+03                             0.1479E+04                             0.2273E+03
   63.840              0.6311E+03                             0.1479E+04                             0.2273E+03
   63.850              0.6311E+03                             0.1479E+04                             0.2273E+03
   63.860              0.6311E+03                             0.1479E+04                             0.2273E+03
   63.870              0.6311E+03                             0.1479E+04                             0.2273E+03
   63.880              0.6311E+03                             0.1479E+04                             0.2273E+03
   63.890              0.6311E+03                             0.1479E+04                             0.2273E+03
   63.900              0.6312E+03                             0.1479E+04                             0.2273E+03
   63.910              0.6312E+03                             0.1479E+04                             0.2273E+03
   63.920              0.6312E+03                             0.1479E+04                             0.2273E+03
   63.930              0.6312E+03                             0.1479E+04                             0.2273E+03
   63.940              0.6312E+03                             0.1479E+04                             0.2273E+03
   63.950              0.6312E+03                             0.1479E+04                             0.2273E+03
   63.960              0.6313E+03                             0.1480E+04                             0.2273E+03
   63.970              0.6313E+03                             0.1480E+04                             0.2273E+03
   63.980              0.6313E+03                             0.1480E+04                             0.2274E+03
   63.990              0.6313E+03                             0.1480E+04                             0.2274E+03
   64.000              0.6313E+03                             0.1480E+04                             0.2274E+03
   64.010              0.6313E+03                             0.1480E+04                             0.2274E+03
   64.020              0.6313E+03                             0.1480E+04                             0.2274E+03
   64.030              0.6314E+03                             0.1480E+04                             0.2274E+03
   64.040              0.6314E+03                             0.1480E+04                             0.2274E+03
   64.050              0.6314E+03                             0.1480E+04                             0.2274E+03
   64.060              0.6314E+03                             0.1480E+04                             0.2274E+03
   64.070              0.6314E+03                             0.1480E+04                             0.2274E+03
   64.080              0.6314E+03                             0.1480E+04                             0.2274E+03
   64.090              0.6315E+03                             0.1480E+04                             0.2274E+03
   64.100              0.6315E+03                             0.1480E+04                             0.2274E+03
   64.110              0.6315E+03                             0.1480E+04                             0.2274E+03
   64.120              0.6315E+03                             0.1480E+04                             0.2274E+03
   64.130              0.6315E+03                             0.1480E+04                             0.2274E+03
   64.140              0.6315E+03                             0.1480E+04                             0.2274E+03
   64.150              0.6316E+03                             0.1480E+04                             0.2275E+03
   64.160              0.6316E+03                             0.1480E+04                             0.2275E+03
   64.170              0.6316E+03                             0.1480E+04                             0.2275E+03
   64.180              0.6316E+03                             0.1480E+04                             0.2275E+03
   64.190              0.6316E+03                             0.1480E+04                             0.2275E+03
   64.200              0.6316E+03                             0.1480E+04                             0.2275E+03
   64.210              0.6317E+03                             0.1480E+04                             0.2275E+03
   64.220              0.6317E+03                             0.1481E+04                             0.2275E+03
   64.230              0.6317E+03                             0.1481E+04                             0.2275E+03
   64.240              0.6317E+03                             0.1481E+04                             0.2275E+03
   64.250              0.6317E+03                             0.1481E+04                             0.2275E+03
   64.260              0.6317E+03                             0.1481E+04                             0.2275E+03
   64.270              0.6318E+03                             0.1481E+04                             0.2275E+03
   64.280              0.6318E+03                             0.1481E+04                             0.2275E+03
   64.290              0.6318E+03                             0.1481E+04                             0.2275E+03
   64.300              0.6318E+03                             0.1481E+04                             0.2275E+03
   64.310              0.6318E+03                             0.1481E+04                             0.2275E+03
   64.320              0.6318E+03                             0.1481E+04                             0.2276E+03
   64.330              0.6318E+03                             0.1481E+04                             0.2276E+03
   64.340              0.6319E+03                             0.1481E+04                             0.2276E+03
   64.350              0.6319E+03                             0.1481E+04                             0.2276E+03
   64.360              0.6319E+03                             0.1481E+04                             0.2276E+03
   64.370              0.6319E+03                             0.1481E+04                             0.2276E+03
   64.380              0.6319E+03                             0.1481E+04                             0.2276E+03
   64.390              0.6319E+03                             0.1481E+04                             0.2276E+03
   64.400              0.6320E+03                             0.1481E+04                             0.2276E+03
   64.410              0.6320E+03                             0.1481E+04                             0.2276E+03
   64.420              0.6320E+03                             0.1481E+04                             0.2276E+03
   64.430              0.6320E+03                             0.1481E+04                             0.2276E+03
   64.440              0.6320E+03                             0.1481E+04                             0.2276E+03
   64.450              0.6320E+03                             0.1481E+04                             0.2276E+03
   64.460              0.6321E+03                             0.1481E+04                             0.2276E+03
   64.470              0.6321E+03                             0.1481E+04                             0.2276E+03
   64.480              0.6321E+03                             0.1481E+04                             0.2276E+03
   64.490              0.6321E+03                             0.1482E+04                             0.2276E+03
   64.500              0.6321E+03                             0.1482E+04                             0.2277E+03
   64.510              0.6321E+03                             0.1482E+04                             0.2277E+03
   64.520              0.6322E+03                             0.1482E+04                             0.2277E+03
   64.530              0.6322E+03                             0.1482E+04                             0.2277E+03
   64.540              0.6322E+03                             0.1482E+04                             0.2277E+03
   64.550              0.6322E+03                             0.1482E+04                             0.2277E+03
   64.560              0.6322E+03                             0.1482E+04                             0.2277E+03
   64.570              0.6322E+03                             0.1482E+04                             0.2277E+03
   64.580              0.6322E+03                             0.1482E+04                             0.2277E+03
   64.590              0.6323E+03                             0.1482E+04                             0.2277E+03
   64.600              0.6323E+03                             0.1482E+04                             0.2277E+03
   64.610              0.6323E+03                             0.1482E+04                             0.2277E+03
   64.620              0.6323E+03                             0.1482E+04                             0.2277E+03
   64.630              0.6323E+03                             0.1482E+04                             0.2277E+03
   64.640              0.6323E+03                             0.1482E+04                             0.2277E+03
   64.650              0.6324E+03                             0.1482E+04                             0.2277E+03
   64.660              0.6324E+03                             0.1482E+04                             0.2277E+03
   64.670              0.6324E+03                             0.1482E+04                             0.2278E+03
   64.680              0.6324E+03                             0.1482E+04                             0.2278E+03
   64.690              0.6324E+03                             0.1482E+04                             0.2278E+03
   64.700              0.6324E+03                             0.1482E+04                             0.2278E+03
   64.710              0.6325E+03                             0.1482E+04                             0.2278E+03
   64.720              0.6325E+03                             0.1482E+04                             0.2278E+03
   64.730              0.6325E+03                             0.1482E+04                             0.2278E+03
   64.740              0.6325E+03                             0.1482E+04                             0.2278E+03
   64.750              0.6325E+03                             0.1482E+04                             0.2278E+03
   64.760              0.6325E+03                             0.1483E+04                             0.2278E+03
   64.770              0.6326E+03                             0.1483E+04                             0.2278E+03
   64.780              0.6326E+03                             0.1483E+04                             0.2278E+03
   64.790              0.6326E+03                             0.1483E+04                             0.2278E+03
   64.800              0.6326E+03                             0.1483E+04                             0.2278E+03
   64.810              0.6326E+03                             0.1483E+04                             0.2278E+03
   64.820              0.6326E+03                             0.1483E+04                             0.2278E+03
   64.830              0.6326E+03                             0.1483E+04                             0.2278E+03
   64.840              0.6327E+03                             0.1483E+04                             0.2278E+03
   64.850              0.6327E+03                             0.1483E+04                             0.2279E+03
   64.860              0.6327E+03                             0.1483E+04                             0.2279E+03
   64.870              0.6327E+03                             0.1483E+04                             0.2279E+03
   64.880              0.6327E+03                             0.1483E+04                             0.2279E+03
   64.890              0.6327E+03                             0.1483E+04                             0.2279E+03
   64.900              0.6328E+03                             0.1483E+04                             0.2279E+03
   64.910              0.6328E+03                             0.1483E+04                             0.2279E+03
   64.920              0.6328E+03                             0.1483E+04                             0.2279E+03
   64.930              0.6328E+03                             0.1483E+04                             0.2279E+03
   64.940              0.6328E+03                             0.1483E+04                             0.2279E+03
   64.950              0.6328E+03                             0.1483E+04                             0.2279E+03
   64.960              0.6329E+03                             0.1483E+04                             0.2279E+03
   64.970              0.6329E+03                             0.1483E+04                             0.2279E+03
   64.980              0.6329E+03                             0.1483E+04                             0.2279E+03
   64.990              0.6329E+03                             0.1483E+04                             0.2279E+03
   65.000              0.6329E+03                             0.1483E+04                             0.2279E+03
   65.010              0.6329E+03                             0.1483E+04                             0.2279E+03
   65.020              0.6329E+03                             0.1484E+04                             0.2280E+03
   65.030              0.6330E+03                             0.1484E+04                             0.2280E+03
   65.040              0.6330E+03                             0.1484E+04                             0.2280E+03
   65.050              0.6330E+03                             0.1484E+04                             0.2280E+03
   65.060              0.6330E+03                             0.1484E+04                             0.2280E+03
   65.070              0.6330E+03                             0.1484E+04                             0.2280E+03
   65.080              0.6330E+03                             0.1484E+04                             0.2280E+03
