 Solution Component Class     dp (m)     ps(-)  wt(m s^-1)     Pn(-)       C(-) rhos(kg m^-3) R(kg m^-1 s^-2)
       3          4     1  0.100E-02  0.100E-03    1.3292     5.0169  0.409E-07      2400.000       0.131E-03
       3          4     2  0.707E-03  0.130E-02    1.0689     4.0344  0.661E-06      2400.000       0.170E-02
       3          4     3  0.500E-03  0.380E-02    0.8473     3.1979  0.244E-05      2400.000       0.496E-02
       3          4     4  0.354E-03  0.990E-02    0.6586     2.4858  0.817E-05      2400.000       0.129E-01
       3          4     5  0.250E-03  0.183E-01    0.5007     1.8898  0.199E-04      2400.000       0.239E-01
       3          4     6  0.177E-03  0.193E-01    0.3717     1.4030  0.282E-04      2400.000       0.252E-01
       3          4     7  0.125E-03  0.294E-01    0.2686     1.0139  0.595E-04      2400.000       0.384E-01
       3          4     8  0.884E-04  0.320E-01    0.1877     0.7083  0.927E-04      2400.000       0.418E-01
       3          4     9  0.625E-04  0.336E-01    0.1253     0.4730  0.146E-03      2400.000       0.439E-01
       3          4    10  0.442E-04  0.300E-01    0.0788     0.2975  0.207E-03      2400.000       0.392E-01
       3          4    11  0.313E-04  0.172E-01    0.0458     0.1729  0.204E-03      2400.000       0.224E-01
       3          4    12  0.221E-04  0.113E-01    0.0240     0.0905  0.256E-03      2400.000       0.147E-01
       3          4    13  0.156E-04  0.620E-02    0.0110     0.0413  0.308E-03      2400.000       0.809E-02
       3          4    14  0.110E-04  0.400E-02    0.0044     0.0165  0.497E-03      2400.000       0.522E-02
 
